,pos_normcdf_hmean,neg_normcdf_hmean
colon,0.16390567173594725,0.5907518864412529
color,0.4856365921099449,0.5120839934719636
coloreds,0.581310320980581,0.1976664018959571
coloring,0.581310320980581,0.1976664018959571
colour,0.581310320980581,0.1976664018959571
colours,0.5367048990104405,0.40277537424564336
column,0.581310320980581,0.1976664018959571
columns,0.581310320980581,0.1976664018959571
com,0.8181239382221963,0.4528666598148012
combination,0.16390567173594725,0.615752592673383
combo,0.6349753473495704,0.1976664018959571
comcast,0.581310320980581,0.1976664018959571
comcastic,0.581310320980581,0.1976664018959571
come,0.6414368304000271,0.6909763585546028
comedian,0.581310320980581,0.1976664018959571
comedies,0.581310320980581,0.1976664018959571
comedown,0.581310320980581,0.1976664018959571
comedy,0.5367048990104405,0.40277537424564336
comee,0.16390567173594725,0.5907518864412529
comeee,0.16390567173594725,0.5907518864412529
comen,0.581310320980581,0.1976664018959571
comeon,0.581310320980581,0.1976664018959571
comes,0.6050835675356683,0.6023445604568468
comfort,0.4536093288644353,0.48013643880777057
comfortable,0.16390567173594725,0.615752592673383
comfortably,0.6086932585600732,0.1976664018959571
comfy,0.3690457133425946,0.5550270522447023
comics,0.581310320980581,0.1976664018959571
comin,0.16390567173594725,0.663028552771
coming,0.6599825444511469,0.6666049968913919
comm,0.581310320980581,0.1976664018959571
commandments,0.581310320980581,0.1976664018959571
commands,0.16390567173594725,0.5907518864412529
comment,0.8555147738653539,0.2893304078370094
commentators,0.581310320980581,0.1976664018959571
commenting,0.581310320980581,0.1976664018959571
comments,0.47011210161583683,0.4965213271142267
commerce,0.4536093288644353,0.48013643880777057
commercial,0.5314624618768268,0.4500079096009449
commercials,0.4536093288644353,0.48013643880777057
commiseration,0.581310320980581,0.1976664018959571
commiserations,0.581310320980581,0.1976664018959571
commission,0.16390567173594725,0.5907518864412529
commitment,0.16390567173594725,0.5907518864412529
committment,0.581310320980581,0.1976664018959571
common,0.700346339566368,0.2788472482723043
commonwealth,0.16390567173594725,0.5907518864412529
communal,0.581310320980581,0.1976664018959571
communicate,0.6086932585600732,0.1976664018959571
communication,0.4536093288644353,0.48013643880777057
communique,0.581310320980581,0.1976664018959571
community,0.6761607043780581,0.2901356130963729
commute,0.16390567173594725,0.5907518864412529
comp,0.28849503950463556,0.6296060557408018
company,0.7703022952590136,0.40267989495118944
comparing,0.16390567173594725,0.5907518864412529
comparison,0.581310320980581,0.1976664018959571
compatibility,0.16390567173594725,0.5907518864412529
compete,0.16390567173594725,0.5907518864412529
competentcy,0.16390567173594725,0.5907518864412529
competing,0.581310320980581,0.1976664018959571
competition,0.5367048990104405,0.40277537424564336
complain,0.5367048990104405,0.40277537424564336
complained,0.581310320980581,0.1976664018959571
complaining,0.6086932585600732,0.1976664018959571
complaint,0.3690457133425946,0.5550270522447023
complekated,0.16390567173594725,0.5907518864412529
complete,0.4473993910663855,0.5583070582109272
completed,0.5367048990104405,0.40277537424564336
completely,0.5028896207750686,0.5862827850404866
completley,0.581310320980581,0.1976664018959571
complex,0.16390567173594725,0.615752592673383
compliment,0.4536093288644353,0.48013643880777057
complimentary,0.581310320980581,0.1976664018959571
comply,0.16390567173594725,0.5907518864412529
compng,0.16390567173594725,0.5907518864412529
component,0.581310320980581,0.1976664018959571
compton,0.16390567173594725,0.5907518864412529
computadora,0.581310320980581,0.1976664018959571
computer,0.5174162329286696,0.7060133600316966
computers,0.4536093288644353,0.48013643880777057
comtuper,0.581310320980581,0.1976664018959571
concentrate,0.4536093288644353,0.48013643880777057
concentration,0.16390567173594725,0.5907518864412529
concept,0.6086932585600732,0.1976664018959571
conceptual,0.16390567173594725,0.5907518864412529
conceptualize,0.581310320980581,0.1976664018959571
concern,0.581310320980581,0.1976664018959571
concerned,0.5837460313914558,0.3559149984563499
concert,0.3420026247930142,0.7429670313776331
concerts,0.16390567173594725,0.5907518864412529
conchords,0.581310320980581,0.1976664018959571
concious,0.16390567173594725,0.5907518864412529
conclusion,0.581310320980581,0.1976664018959571
concrete,0.16390567173594725,0.5907518864412529
condition,0.16390567173594725,0.5907518864412529
conditions,0.16390567173594725,0.615752592673383
condo,0.581310320980581,0.1976664018959571
condolences,0.16390567173594725,0.7062727587826335
condoms,0.581310320980581,0.1976664018959571
conetticuttt,0.581310320980581,0.1976664018959571
confed,0.16390567173594725,0.5907518864412529
conference,0.5522327405161609,0.5170013524445528
confess,0.581310320980581,0.1976664018959571
confession,0.581310320980581,0.1976664018959571
confessions,0.6086932585600732,0.1976664018959571
confident,0.581310320980581,0.1976664018959571
confirm,0.16390567173594725,0.5907518864412529
confirmed,0.4536093288644353,0.48013643880777057
confirms,0.16390567173594725,0.615752592673383
confuse,0.581310320980581,0.1976664018959571
confused,0.3276739607001532,0.6548181028808971
congrat,0.581310320980581,0.1976664018959571
congrats,0.8908289742151054,0.1976664018959571
congratulate,0.581310320980581,0.1976664018959571
congratulates,0.581310320980581,0.1976664018959571
congratulation,0.581310320980581,0.1976664018959571
congratulations,0.7474057966529851,0.1976664018959571
congregation,0.581310320980581,0.1976664018959571
conn,0.16390567173594725,0.5907518864412529
connect,0.3690457133425946,0.5550270522447023
connected,0.5367048990104405,0.40277537424564336
connecting,0.6086932585600732,0.1976664018959571
connection,0.29508307858417704,0.703244299816905
connections,0.581310320980581,0.1976664018959571
connfessions,0.581310320980581,0.1976664018959571
conosco,0.581310320980581,0.1976664018959571
conquer,0.581310320980581,0.1976664018959571
conquered,0.581310320980581,0.1976664018959571
conquering,0.581310320980581,0.1976664018959571
conroy,0.581310320980581,0.1976664018959571
consciousness,0.16390567173594725,0.5907518864412529
consequences,0.4536093288644353,0.48013643880777057
consider,0.5367048990104405,0.40277537424564336
considered,0.4536093288644353,0.48013643880777057
considering,0.5314624618768268,0.4500079096009449
consist,0.16390567173594725,0.615752592673383
consistently,0.581310320980581,0.1976664018959571
console,0.581310320980581,0.1976664018959571
conspiracy,0.581310320980581,0.1976664018959571
constant,0.4536093288644353,0.48013643880777057
constantine,0.581310320980581,0.1976664018959571
constantly,0.16390567173594725,0.615752592673383
constitutional,0.581310320980581,0.1976664018959571
constructions,0.581310320980581,0.1976664018959571
constructive,0.16390567173594725,0.5907518864412529
consultancy,0.581310320980581,0.1976664018959571
consumers,0.581310320980581,0.1976664018959571
consuming,0.581310320980581,0.1976664018959571
contact,0.5367048990104405,0.40277537424564336
contacting,0.16390567173594725,0.5907518864412529
contacts,0.3195702890278771,0.5973432214933083
contains,0.16390567173594725,0.5907518864412529
content,0.7275818653496282,0.1976664018959571
contest,0.36691385569628676,0.7043321234897456
contestant,0.581310320980581,0.1976664018959571
continue,0.6193378862206035,0.3257824024888085
continued,0.6349753473495704,0.1976664018959571
continues,0.581310320980581,0.1976664018959571
contract,0.5367048990104405,0.40277537424564336
contractions,0.16390567173594725,0.5907518864412529
contractors,0.16390567173594725,0.5907518864412529
contracts,0.16390567173594725,0.5907518864412529
contrarian,0.581310320980581,0.1976664018959571
contributors,0.581310320980581,0.1976664018959571
control,0.16390567173594725,0.6398684002920534
controls,0.16390567173594725,0.5907518864412529
convenience,0.6086932585600732,0.1976664018959571
convenient,0.16390567173594725,0.615752592673383
convention,0.16390567173594725,0.5907518864412529
convergence,0.4536093288644353,0.48013643880777057
conversate,0.581310320980581,0.1976664018959571
conversation,0.6193378862206035,0.3257824024888085
conversations,0.6086932585600732,0.1976664018959571
converter,0.16390567173594725,0.5907518864412529
converting,0.581310320980581,0.1976664018959571
converts,0.6086932585600732,0.1976664018959571
convey,0.581310320980581,0.1976664018959571
convienence,0.16390567173594725,0.5907518864412529
convince,0.5367048990104405,0.40277537424564336
convinced,0.4536093288644353,0.48013643880777057
convincing,0.16390567173594725,0.5907518864412529
convo,0.6086932585600732,0.1976664018959571
convos,0.16390567173594725,0.5907518864412529
convulsions,0.16390567173594725,0.5907518864412529
cook,0.6494537369800241,0.3051011444443275
cooked,0.6600643894977646,0.1976664018959571
cookery,0.16390567173594725,0.5907518864412529
cookie,0.6193378862206035,0.3257824024888085
cookieex,0.581310320980581,0.1976664018959571
cookies,0.6417171506751551,0.43511441597858763
cookin,0.581310320980581,0.1976664018959571
cooking,0.4159168237072703,0.5956891342690475
cool,0.8327530147384005,0.43316856775250506
cooler,0.4536093288644353,0.48013643880777057
coolest,0.6600643894977646,0.1976664018959571
cooling,0.16390567173594725,0.5907518864412529
coolness,0.581310320980581,0.1976664018959571
cools,0.581310320980581,0.1976664018959571
cooool,0.581310320980581,0.1976664018959571
cooperate,0.16390567173594725,0.5907518864412529
cooperation,0.581310320980581,0.1976664018959571
cop,0.4536093288644353,0.48013643880777057
cope,0.4536093288644353,0.48013643880777057
copper,0.6086932585600732,0.1976664018959571
cops,0.16390567173594725,0.615752592673383
copy,0.5359565580279563,0.4777649667370324
coraline,0.4536093288644353,0.48013643880777057
coran,0.16390567173594725,0.5907518864412529
core,0.5314624618768268,0.4500079096009449
corey,0.581310320980581,0.1976664018959571
corinamarie,0.581310320980581,0.1976664018959571
corn,0.4536093288644353,0.48013643880777057
cornelius,0.16390567173594725,0.5907518864412529
corner,0.581310320980581,0.1976664018959571
cornettos,0.16390567173594725,0.5907518864412529
cornwall,0.16390567173594725,0.615752592673383
corny,0.581310320980581,0.1976664018959571
coronation,0.581310320980581,0.1976664018959571
corporation,0.16390567173594725,0.5907518864412529
corpus,0.16390567173594725,0.615752592673383
correct,0.47011210161583683,0.4965213271142267
corrected,0.581310320980581,0.1976664018959571
correction,0.3690457133425946,0.5550270522447023
correctly,0.16390567173594725,0.5907518864412529
corrupt,0.581310320980581,0.1976664018959571
corrupted,0.581310320980581,0.1976664018959571
corse,0.581310320980581,0.1976664018959571
corsets,0.6086932585600732,0.1976664018959571
cos,0.4636100195084136,0.6080802916422244
cosby,0.581310320980581,0.1976664018959571
cost,0.16390567173594725,0.615752592673383
costa,0.4536093288644353,0.48013643880777057
costume,0.3690457133425946,0.5550270522447023
cottage,0.3690457133425946,0.5550270522447023
cotton,0.16390567173594725,0.6398684002920534
couch,0.16390567173594725,0.6398684002920534
coucou,0.581310320980581,0.1976664018959571
cough,0.3195702890278771,0.5973432214933083
coughing,0.16390567173594725,0.5907518864412529
coulda,0.16390567173594725,0.6398684002920534
couldn,0.3250262338135416,0.8595216532050467
couldy,0.16390567173594725,0.5907518864412529
count,0.5314624618768268,0.4500079096009449
countdown,0.4536093288644353,0.48013643880777057
counted,0.6086932585600732,0.1976664018959571
counter,0.6086932585600732,0.1976664018959571
counters,0.16390567173594725,0.5907518864412529
counting,0.5762488405982867,0.41424260589355727
countless,0.581310320980581,0.1976664018959571
countries,0.16390567173594725,0.615752592673383
country,0.41862372541799675,0.5524183611087784
countryside,0.16390567173594725,0.5907518864412529
counts,0.6600643894977646,0.1976664018959571
county,0.16390567173594725,0.5907518864412529
couple,0.3420026247930142,0.7429670313776331
coupon,0.16390567173594725,0.5907518864412529
courage,0.6086932585600732,0.1976664018959571
courageous,0.16390567173594725,0.6398684002920534
couragous,0.16390567173594725,0.5907518864412529
courier,0.581310320980581,0.1976664018959571
course,0.6728822366026868,0.5178749677620565
courses,0.581310320980581,0.1976664018959571
coursework,0.16390567173594725,0.5907518864412529
court,0.16390567173594725,0.663028552771
courtney,0.3690457133425946,0.5550270522447023
courtroom,0.581310320980581,0.1976664018959571
couscous,0.16390567173594725,0.5907518864412529
cousin,0.4422977964167994,0.6012200714146652
cousins,0.3690457133425946,0.5550270522447023
cousre,0.16390567173594725,0.5907518864412529
couture,0.16390567173594725,0.5907518864412529
covenant,0.16390567173594725,0.5907518864412529
cover,0.6435729916698214,0.36483960708094054
covered,0.16390567173594725,0.5907518864412529
covers,0.16390567173594725,0.5907518864412529
cow,0.16390567173594725,0.615752592673383
coward,0.581310320980581,0.1976664018959571
cowboy,0.16390567173594725,0.5907518864412529
cowell,0.16390567173594725,0.5907518864412529
cowley,0.581310320980581,0.1976664018959571
coworkers,0.581310320980581,0.1976664018959571
cows,0.16390567173594725,0.5907518864412529
coz,0.3798954132446282,0.5931494454961559
cozy,0.581310320980581,0.1976664018959571
cp,0.4536093288644353,0.48013643880777057
cpan,0.581310320980581,0.1976664018959571
cpu,0.16390567173594725,0.5907518864412529
cr,0.16390567173594725,0.5907518864412529
craapppy,0.16390567173594725,0.5907518864412529
crabby,0.16390567173594725,0.5907518864412529
crack,0.6193378862206035,0.3257824024888085
cracked,0.3690457133425946,0.5550270522447023
cracking,0.581310320980581,0.1976664018959571
cracks,0.3690457133425946,0.5550270522447023
craft,0.581310320980581,0.1976664018959571
crafts,0.581310320980581,0.1976664018959571
craic,0.581310320980581,0.1976664018959571
craig,0.16390567173594725,0.5907518864412529
craigslist,0.16390567173594725,0.5907518864412529
crakle,0.581310320980581,0.1976664018959571
cramps,0.16390567173594725,0.615752592673383
crap,0.29153492778021894,0.863221958924941
crapbday,0.16390567173594725,0.5907518864412529
crappy,0.29508307858417704,0.703244299816905
crash,0.16390567173594725,0.615752592673383
crashed,0.16390567173594725,0.6398684002920534
crashes,0.16390567173594725,0.615752592673383
crashing,0.16390567173594725,0.5907518864412529
crashs,0.581310320980581,0.1976664018959571
crates,0.581310320980581,0.1976664018959571
crave,0.581310320980581,0.1976664018959571
craving,0.5137399024456217,0.5406984527296647
cravings,0.4536093288644353,0.48013643880777057
cravng,0.16390567173594725,0.5907518864412529
crazier,0.581310320980581,0.1976664018959571
craziness,0.581310320980581,0.1976664018959571
crazy,0.6790782888830159,0.5927587593430009
crazzyyyy,0.16390567173594725,0.5907518864412529
cream,0.6925715904836326,0.373172906426834
create,0.6193378862206035,0.3257824024888085
created,0.6193378862206035,0.3257824024888085
creating,0.6193378862206035,0.3257824024888085
creationfest,0.16390567173594725,0.5907518864412529
creative,0.5367048990104405,0.40277537424564336
creativity,0.4536093288644353,0.48013643880777057
creator,0.16390567173594725,0.615752592673383
creators,0.581310320980581,0.1976664018959571
creature,0.16390567173594725,0.5907518864412529
creatures,0.16390567173594725,0.5907518864412529
cred,0.581310320980581,0.1976664018959571
credit,0.47011210161583683,0.4965213271142267
credited,0.581310320980581,0.1976664018959571
creed,0.16390567173594725,0.5907518864412529
creek,0.6086932585600732,0.1976664018959571
creepier,0.581310320980581,0.1976664018959571
creepily,0.581310320980581,0.1976664018959571
creepy,0.6349753473495704,0.1976664018959571
cremate,0.16390567173594725,0.5907518864412529
crescendo,0.581310320980581,0.1976664018959571
crescent,0.6086932585600732,0.1976664018959571
crew,0.3690457133425946,0.5550270522447023
crib,0.4536093288644353,0.48013643880777057
cricket,0.581310320980581,0.1976664018959571
cried,0.28849503950463556,0.6296060557408018
cries,0.16390567173594725,0.6851772250518793
cripes,0.16390567173594725,0.5907518864412529
crippled,0.16390567173594725,0.5907518864412529
crisis,0.6349753473495704,0.1976664018959571
crisp,0.4536093288644353,0.48013643880777057
crisps,0.581310320980581,0.1976664018959571
crispys,0.16390567173594725,0.5907518864412529
critical,0.16390567173594725,0.615752592673383
critics,0.16390567173594725,0.5907518864412529
crits,0.581310320980581,0.1976664018959571
croatia,0.16390567173594725,0.5907518864412529
crochet,0.6086932585600732,0.1976664018959571
crocheted,0.581310320980581,0.1976664018959571
crocs,0.581310320980581,0.1976664018959571
croissant,0.16390567173594725,0.5907518864412529
crook,0.16390567173594725,0.5907518864412529
cross,0.6925715904836326,0.373172906426834
crossed,0.6414792839397063,0.4048399347140233
crossing,0.16390567173594725,0.5907518864412529
crotch,0.581310320980581,0.1976664018959571
crowded,0.16390567173594725,0.5907518864412529
crowdsource,0.581310320980581,0.1976664018959571
crowdsourced,0.581310320980581,0.1976664018959571
cruddy,0.16390567173594725,0.5907518864412529
cruel,0.16390567173594725,0.5907518864412529
cruise,0.5837460313914558,0.3559149984563499
crumpet,0.581310320980581,0.1976664018959571
crumpler,0.581310320980581,0.1976664018959571
crunch,0.16390567173594725,0.615752592673383
crunches,0.581310320980581,0.1976664018959571
crush,0.47011210161583683,0.4965213271142267
crutches,0.16390567173594725,0.5907518864412529
cruz,0.581310320980581,0.1976664018959571
cryin,0.16390567173594725,0.5907518864412529
crying,0.26751614709753496,0.6571581020145307
crys,0.16390567173594725,0.5907518864412529
crystal,0.581310320980581,0.1976664018959571
crystaldermy,0.16390567173594725,0.5907518864412529
cs,0.6086932585600732,0.1976664018959571
csi,0.3690457133425946,0.5550270522447023
csquare,0.581310320980581,0.1976664018959571
css,0.41862372541799675,0.5524183611087784
cssedit,0.16390567173594725,0.5907518864412529
ct,0.581310320980581,0.1976664018959571
ctia,0.581310320980581,0.1976664018959571
cto,0.581310320980581,0.1976664018959571
cu,0.6086932585600732,0.1976664018959571
cubicle,0.4536093288644353,0.48013643880777057
cubs,0.581310320980581,0.1976664018959571
cuckold,0.581310320980581,0.1976664018959571
cud,0.6086932585600732,0.1976664018959571
cuddle,0.47011210161583683,0.4965213271142267
cuddles,0.16390567173594725,0.5907518864412529
cuddling,0.16390567173594725,0.5907518864412529
cuddly,0.581310320980581,0.1976664018959571
cuddyz,0.16390567173594725,0.5907518864412529
cudi,0.581310320980581,0.1976664018959571
cue,0.581310320980581,0.1976664018959571
cuffs,0.16390567173594725,0.615752592673383
culinary,0.581310320980581,0.1976664018959571
cullen,0.16390567173594725,0.5907518864412529
cullenx,0.16390567173594725,0.5907518864412529
cultural,0.581310320980581,0.1976664018959571
culture,0.3690457133425946,0.5550270522447023
cum,0.16390567173594725,0.615752592673383
cumpulasary,0.581310320980581,0.1976664018959571
cunt,0.581310320980581,0.1976664018959571
cunts,0.581310320980581,0.1976664018959571
cup,0.6709936427074621,0.3474301277921851
cupboard,0.16390567173594725,0.5907518864412529
cupcake,0.6086932585600732,0.1976664018959571
cupcakes,0.6086932585600732,0.1976664018959571
cuppa,0.581310320980581,0.1976664018959571
cups,0.16390567173594725,0.5907518864412529
curb,0.581310320980581,0.1976664018959571
curd,0.16390567173594725,0.5907518864412529
cure,0.16390567173594725,0.6398684002920534
curious,0.5314624618768268,0.4500079096009449
curiousity,0.581310320980581,0.1976664018959571
curl,0.16390567173594725,0.615752592673383
curled,0.16390567173594725,0.615752592673383
curling,0.16390567173594725,0.5907518864412529
current,0.5314624618768268,0.4500079096009449
currently,0.6678003049536818,0.44454484826619056
curry,0.16390567173594725,0.5907518864412529
cursebird,0.581310320980581,0.1976664018959571
cursed,0.16390567173594725,0.5907518864412529
curses,0.16390567173594725,0.5907518864412529
curtii,0.581310320980581,0.1976664018959571
curvy,0.581310320980581,0.1976664018959571
cus,0.16390567173594725,0.6398684002920534
custom,0.5367048990104405,0.40277537424564336
customer,0.6086932585600732,0.1976664018959571
customers,0.581310320980581,0.1976664018959571
customerssuck,0.581310320980581,0.1976664018959571
cut,0.3592771894984594,0.8169655179961813
cute,0.8431136282728575,0.36315538345215176
cuteable,0.581310320980581,0.1976664018959571
cuter,0.581310320980581,0.1976664018959571
cutest,0.6086932585600732,0.1976664018959571
cutie,0.6494537369800241,0.3051011444443275
cuts,0.16390567173594725,0.6398684002920534
cutted,0.16390567173594725,0.5907518864412529
cutter,0.16390567173594725,0.5907518864412529
cutting,0.6193378862206035,0.3257824024888085
cuute,0.581310320980581,0.1976664018959571
cuuuuuteeeeee,0.16390567173594725,0.5907518864412529
cuz,0.42778230007789386,0.8185056566341813
cuzons,0.581310320980581,0.1976664018959571
cuzzzz,0.581310320980581,0.1976664018959571
cvs,0.16390567173594725,0.615752592673383
cw,0.16390567173594725,0.5907518864412529
cybercommand,0.16390567173594725,0.5907518864412529
cyclazine,0.16390567173594725,0.5907518864412529
cycle,0.16390567173594725,0.5907518864412529
cycling,0.5367048990104405,0.40277537424564336
cyclingteam,0.16390567173594725,0.5907518864412529
cynic,0.581310320980581,0.1976664018959571
cyprus,0.581310320980581,0.1976664018959571
cyrus,0.5314624618768268,0.4500079096009449
da,0.49509208893807144,0.6533847240584356
daaaaamnit,0.16390567173594725,0.5907518864412529
daaaay,0.16390567173594725,0.615752592673383
daaang,0.581310320980581,0.1976664018959571
daaannceee,0.16390567173594725,0.5907518864412529
daaddy,0.16390567173594725,0.5907518864412529
daang,0.16390567173594725,0.5907518864412529
dab,0.581310320980581,0.1976664018959571
dad,0.3523286416914046,0.8436372792782107
dadagdag,0.581310320980581,0.1976664018959571
daddy,0.41862372541799675,0.5524183611087784
daddys,0.16390567173594725,0.5907518864412529
dads,0.16390567173594725,0.615752592673383
dag,0.581310320980581,0.1976664018959571
dah,0.581310320980581,0.1976664018959571
dahling,0.16390567173594725,0.5907518864412529
daily,0.4159168237072703,0.5956891342690475
dailybooth,0.581310320980581,0.1976664018959571
dairy,0.16390567173594725,0.5907518864412529
dal,0.581310320980581,0.1976664018959571
dale,0.581310320980581,0.1976664018959571
dallas,0.3798954132446282,0.5931494454961559
dalool,0.16390567173594725,0.5907518864412529
dam,0.47011210161583683,0.4965213271142267
dame,0.581310320980581,0.1976664018959571
damier,0.16390567173594725,0.5907518864412529
dammit,0.16390567173594725,0.6398684002920534
dammmn,0.16390567173594725,0.5907518864412529
damn,0.38543926511054527,0.8613963731879271
damnit,0.4536093288644353,0.48013643880777057
damnnn,0.16390567173594725,0.5907518864412529
damon,0.16390567173594725,0.5907518864412529
dan,0.6086932585600732,0.1976664018959571
dance,0.6510089373423916,0.5154450168552628
danceable,0.581310320980581,0.1976664018959571
danced,0.16390567173594725,0.5907518864412529
dancer,0.6086932585600732,0.1976664018959571
dancing,0.7120073522418399,0.3921147968529429
dandy,0.581310320980581,0.1976664018959571
dang,0.2831342763916977,0.7242943965270243
dangerous,0.16390567173594725,0.5907518864412529
danggit,0.16390567173594725,0.5907518864412529
dangit,0.16390567173594725,0.5907518864412529
daniel,0.6086932585600732,0.1976664018959571
daniella,0.16390567173594725,0.615752592673383
danielle,0.16390567173594725,0.5907518864412529
danke,0.5367048990104405,0.40277537424564336
danko,0.581310320980581,0.1976664018959571
danni,0.6086932585600732,0.1976664018959571
danniis,0.581310320980581,0.1976664018959571
danny,0.6838908396042429,0.1976664018959571
dannys,0.16390567173594725,0.5907518864412529
dansu,0.581310320980581,0.1976664018959571
daphne,0.581310320980581,0.1976664018959571
daring,0.581310320980581,0.1976664018959571
dark,0.41922078583534245,0.6312536964946424
darkenss,0.581310320980581,0.1976664018959571
darker,0.4536093288644353,0.48013643880777057
darl,0.581310320980581,0.1976664018959571
darlin,0.581310320980581,0.1976664018959571
darling,0.3195702890278771,0.5973432214933083
darn,0.24130857473627085,0.7043832926803943
darned,0.16390567173594725,0.615752592673383
darnell,0.16390567173594725,0.5907518864412529
das,0.4536093288644353,0.48013643880777057
dash,0.581310320980581,0.1976664018959571
dashboard,0.6086932585600732,0.1976664018959571
dat,0.47011210161583683,0.4965213271142267
data,0.6349753473495704,0.1976664018959571
database,0.16390567173594725,0.5907518864412529
datajourn,0.581310320980581,0.1976664018959571
date,0.7179124752425382,0.3214988309373332
dateee,0.581310320980581,0.1976664018959571
dateline,0.581310320980581,0.1976664018959571
dates,0.5367048990104405,0.40277537424564336
dating,0.581310320980581,0.1976664018959571
daughter,0.41862372541799675,0.5524183611087784
daughters,0.16390567173594725,0.615752592673383
dave,0.6349753473495704,0.1976664018959571
david,0.6432995839143331,0.4597700527096319
davies,0.581310320980581,0.1976664018959571
daviestramp,0.16390567173594725,0.5907518864412529
davvvero,0.581310320980581,0.1976664018959571
davy,0.16390567173594725,0.5907518864412529
dawaun,0.581310320980581,0.1976664018959571
dawn,0.16390567173594725,0.5907518864412529
day,0.6562682689346326,0.6769053653076103
daydream,0.581310320980581,0.1976664018959571
daylight,0.581310320980581,0.1976664018959571
daylights,0.581310320980581,0.1976664018959571
days,0.6273215529786337,0.7038191250825344
daysss,0.581310320980581,0.1976664018959571
dayuum,0.16390567173594725,0.5907518864412529
dayy,0.581310320980581,0.1976664018959571
dayz,0.581310320980581,0.1976664018959571
db,0.16390567173594725,0.5907518864412529
dbq,0.6086932585600732,0.1976664018959571
dbsk,0.581310320980581,0.1976664018959571
dc,0.35047196605363873,0.6262668758230319
dca,0.581310320980581,0.1976664018959571
dcth,0.16390567173594725,0.5907518864412529
ddddddddddddddddddddddd,0.16390567173594725,0.5907518864412529
ddi,0.16390567173594725,0.5907518864412529
ddr,0.16390567173594725,0.5907518864412529
dea,0.581310320980581,0.1976664018959571
dead,0.4007540037906622,0.7837300634253398
deadline,0.581310320980581,0.1976664018959571
deadlines,0.6086932585600732,0.1976664018959571
deaf,0.581310320980581,0.1976664018959571
deal,0.5294389053365414,0.6049609154068136
dealer,0.581310320980581,0.1976664018959571
dealership,0.581310320980581,0.1976664018959571
dealing,0.16390567173594725,0.6398684002920534
deals,0.16390567173594725,0.5907518864412529
dean,0.5367048990104405,0.40277537424564336
dear,0.620522312383522,0.5799069027531613
dearest,0.581310320980581,0.1976664018959571
dearie,0.581310320980581,0.1976664018959571
dearly,0.16390567173594725,0.5907518864412529
death,0.36691385569628676,0.7043321234897456
deathh,0.16390567173594725,0.5907518864412529
deaths,0.16390567173594725,0.663028552771
debating,0.581310320980581,0.1976664018959571
debbs,0.6349753473495704,0.1976664018959571
debby,0.581310320980581,0.1976664018959571
debrief,0.581310320980581,0.1976664018959571
debug,0.581310320980581,0.1976664018959571
debugging,0.581310320980581,0.1976664018959571
decade,0.16390567173594725,0.5907518864412529
decadent,0.16390567173594725,0.5907518864412529
decathlon,0.16390567173594725,0.5907518864412529
decay,0.16390567173594725,0.5907518864412529
decent,0.47011210161583683,0.4965213271142267
decently,0.16390567173594725,0.5907518864412529
decide,0.5766841133537915,0.44903614268144293
decided,0.39929029500855756,0.6580670658739669
decides,0.16390567173594725,0.5907518864412529
deciding,0.6349753473495704,0.1976664018959571
decision,0.47011210161583683,0.4965213271142267
decisions,0.47011210161583683,0.4965213271142267
deck,0.4536093288644353,0.48013643880777057
decks,0.581310320980581,0.1976664018959571
decline,0.16390567173594725,0.615752592673383
declined,0.16390567173594725,0.5907518864412529
declines,0.16390567173594725,0.5907518864412529
decorate,0.581310320980581,0.1976664018959571
decorated,0.16390567173594725,0.5907518864412529
decreasing,0.16390567173594725,0.5907518864412529
dedicated,0.6086932585600732,0.1976664018959571
dedication,0.581310320980581,0.1976664018959571
dee,0.581310320980581,0.1976664018959571
deeds,0.16390567173594725,0.5907518864412529
deeeeb,0.581310320980581,0.1976664018959571
deep,0.38996934587101834,0.6275223781548154
deeply,0.16390567173594725,0.615752592673383
deer,0.581310320980581,0.1976664018959571
deets,0.581310320980581,0.1976664018959571
def,0.3798954132446282,0.5931494454961559
default,0.4536093288644353,0.48013643880777057
defeats,0.581310320980581,0.1976664018959571
defense,0.6086932585600732,0.1976664018959571
defensive,0.16390567173594725,0.5907518864412529
deffffinitely,0.581310320980581,0.1976664018959571
deficit,0.581310320980581,0.1976664018959571
defied,0.581310320980581,0.1976664018959571
definately,0.6086932585600732,0.1976664018959571
definatley,0.16390567173594725,0.5907518864412529
define,0.581310320980581,0.1976664018959571
defined,0.16390567173594725,0.5907518864412529
definitely,0.7200392281559559,0.5004950710399827
definition,0.16390567173594725,0.5907518864412529
defo,0.4536093288644353,0.48013643880777057
deg,0.4536093288644353,0.48013643880777057
degrassi,0.3195702890278771,0.5973432214933083
degraw,0.581310320980581,0.1976664018959571
degree,0.5837460313914558,0.3559149984563499
degrees,0.4159168237072703,0.5956891342690475
degress,0.581310320980581,0.1976664018959571
deirdre,0.581310320980581,0.1976664018959571
deiss,0.581310320980581,0.1976664018959571
deki,0.16390567173594725,0.5907518864412529
del,0.16390567173594725,0.6398684002920534
delay,0.16390567173594725,0.663028552771
delayed,0.5367048990104405,0.40277537424564336
delegate,0.16390567173594725,0.5907518864412529
delegates,0.581310320980581,0.1976664018959571
delemma,0.16390567173594725,0.5907518864412529
delete,0.16390567173594725,0.6398684002920534
deleted,0.4536093288644353,0.48013643880777057
